Graph,Algorithm,Dimension,Population,Iterations,Runtime,Hopcount,Variance,Variance Up,Variance Down,Effective Fitness,Simulation Time,Average IP throughput (flits/cycle/IP),Average wireless utilization,Dynamic energy (J),Global average delay (cycles),Max delay (cycles),Network throughput (flits/cycle),Number of directions still reserved,Received/Ideal flits Ratio,Static energy (J),Total energy (J),Total received flits,Total received packets,Total sent flits
4,GA,"2,2,4,4,1,1",20,10,0.5324903000000631,81423.0,133766.55555555556,89109.66666666667,133766.55555555556,0.0951107696608197,166.70670539999992,0.013248,0.0,9.53043e-06,92418.2,193757.0,1.60301,58.0,0.656969,0.000793163,0.000802693,320601.0,40077.0,320846.0
